id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,InternetMovieDatabaseRating,RottenTomatoesRating,MetacriticRating,Error,totalSeasons,Ratings
476,Executive Suite,N/A,Robert Wise,United States,0,venice,1954,https://en.wikipedia.org/wiki/Executive_Suite,https://en.wikipedia.org/wiki/Robert_Wise,Executive Suite,1954,Passed,30 Apr 1954,104 min,Drama,Robert Wise,"Ernest Lehman (screen play), Cameron Hawley (based on the novel by)","William Holden, June Allyson, Barbara Stanwyck, Fredric March","Avery Bullard, President of the Tredway Corporation has died. But he never named a clear successor, so the Board members must choose a replacement. The most likely is Loren Shaw, a skilled businessman, but some of the others don't like his calculating ways. But to stop him, they'll have to find someone else they can back. Will it be the engineer Don Walling? That will take convincing, they don't trust his youth and idealism. And he isn't even sure he wants the job, he might be happier creating rather than politicking.",English,USA,Nominated for 4 Oscars. Another 3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNTk3MTc4NmYtM2JhNy00OGEyLTgyMTUtNDEwOWU4NzcxYzg1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,7.4,"3,194",tt0046963,movie,30 Oct 2007,N/A,MGM Home Entertainment,N/A,True,7.4/10,100%,N/A,,,
477,Father Brown,N/A,Robert Hamer,United Kingdom,0,venice,1954,https://en.wikipedia.org/wiki/Father_Brown_(film),https://en.wikipedia.org/wiki/Robert_Hamer,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
478,Ha-Maftayach Hazahav,N/A,Sasha Alexander,Israel,0,venice,1954,N/A,N/A,Ha-Maftayach Hazahav,1954,N/A,N/A,N/A,Drama,Sasha Alexander,Sasha Alexander,"Michael Glum, Arnona Gurevitz",N/A,Hebrew,Israel,N/A,N/A,N/A,N/A,N/A,tt0148440,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
479,An Inn at Osaka,Ôsaka no yado (大阪の宿),Heinosuke Gosho,Japan,0,venice,1954,N/A,https://en.wikipedia.org/wiki/Heinosuke_Gosho,An Inn at Osaka,1954,N/A,20 Apr 1954,122 min,Drama,Heinosuke Gosho,"Heinosuke Gosho, Takitarô Minakami (novel), Toshio Yasumi","Shûji Sano, Nobuko Otowa, Mitsuko Mito, Hiroko Kawasaki","An Inn at Osaka, rarely seen outside Japan, follows the story of an insurance company executive from Tokyo, Mr. Mito, who is demoted to the Osaka office. He takes a room at a small inn and tries to rebuild his life.",Japanese,Japan,1 nomination.,https://ia.media-imdb.com/images/M/MV5BMmMwY2E3NjctZGFkZC00NjRmLThjOWQtMzU0ZWFlMDI2Mzc5XkEyXkFqcGdeQXVyNjc0Nzc2OTU@._V1_SX300.jpg,N/A,7.5,102,tt0047315,movie,N/A,N/A,N/A,N/A,True,7.5/10,N/A,N/A,,,
480,Judas' Kiss,El beso de Judas,Rafael Gil,Spain,0,venice,1954,https://en.wikipedia.org/wiki/Judas%27_Kiss_(1954_film),https://en.wikipedia.org/wiki/Rafael_Gil,Judas' Kiss,1954,N/A,28 Feb 1954,90 min,"Drama, History",Rafael Gil,"Vicente Escrivá (story), Vicente Escrivá (screenplay), Rafael Gil (dialogue), Vicente Escrivá (screen treatment), Ramón D. Faraldo (screen treatment)","Rafael Rivelles, Francisco Rabal, Gérard Tichy, Fernando Sancho",The story of Judas's betrayal of Christ.,Spanish,Spain,1 nomination.,https://m.media-amazon.com/images/M/MV5BN2VmOTBkZDAtMTQ2Ni00YjBjLTg3NTgtZGYzMzU1Mjg2NzRmXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,N/A,6.6,32,tt0046769,movie,N/A,N/A,N/A,N/A,True,6.6/10,N/A,N/A,,,
481,Königliche Hoheit,N/A,Harald Braun,West Germany,0,venice,1954,https://en.wikipedia.org/wiki/K%C3%B6nigliche_Hoheit,https://en.wikipedia.org/wiki/Harald_Braun,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
482,L'air de Paris,N/A,Marcel Carné,"France, Italy",0,venice,1954,https://en.wikipedia.org/wiki/The_Air_of_Paris,https://en.wikipedia.org/wiki/Marcel_Carn%C3%A9,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
483,La quintrala,N/A,Hugo del Carril,Argentina,0,venice,1954,https://en.wikipedia.org/wiki/La_quintrala,https://en.wikipedia.org/wiki/Hugo_del_Carril,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
484,La Strada,N/A,Federico Fellini,Italy,0,venice,1954,https://en.wikipedia.org/wiki/La_Strada,https://en.wikipedia.org/wiki/Federico_Fellini,La Strada,1954,Not Rated,16 Jul 1956,108 min,Drama,Federico Fellini,"Federico Fellini (story and screenplay), Tullio Pinelli (story and screenplay), Tullio Pinelli (dialogue), Ennio Flaiano (screenplay collaborator)","Anthony Quinn, Giulietta Masina, Richard Basehart, Aldo Silvani","Sad story of a waif, Gelsomina, who is sold by her mother to Zampano for 10,000 lire and a few kilos of food. Zampano is a traveling showman who exhibits feats of strength by breaking a chain wrapped around his chest. He performs in village squares and then passes the hat for whatever the normally small crowd is prepared to give. He teaches Gelsomina a drum roll as part of his introduction. He doesn't treat her well and when she tries to run away, he beats her. They eventually join a small traveling circus where they meet a tight-rope walker who convinces Gelsomina to question her choices.",Italian,Italy,Won 1 Oscar. Another 11 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYjUyOGMyMTQtYTM5Yy00MjFiLTk2OGItMWYwMDc2YmM1YzhiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,N/A,8.0,"54,849",tt0047528,movie,18 Nov 2003,N/A,Criterion Collection,N/A,True,8.0/10,97%,N/A,,,
485,On the Waterfront,N/A,Elia Kazan,United States,0,venice,1954,https://en.wikipedia.org/wiki/On_the_Waterfront,https://en.wikipedia.org/wiki/Elia_Kazan,On the Waterfront,1954,Not Rated,22 Jun 1954,108 min,"Crime, Drama, Thriller",Elia Kazan,"Budd Schulberg (screenplay), Budd Schulberg (based upon an original story by), Malcolm Johnson (suggested by articles by)","Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger","Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.",English,USA,Won 8 Oscars. Another 21 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,91,8.1,"133,524",tt0047296,movie,23 Oct 2001,N/A,Sony Pictures,N/A,True,8.1/10,98%,91/100,,,
486,Raíces,N/A,Benito Alazraki,Mexico,0,venice,1954,https://en.wikipedia.org/wiki/Ra%C3%ADces_(film),https://en.wikipedia.org/wiki/Benito_Alazraki,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
487,Rear Window,N/A,Alfred Hitchcock,United States,0,venice,1954,https://en.wikipedia.org/wiki/Rear_Window,https://en.wikipedia.org/wiki/Alfred_Hitchcock,Rear Window,1954,PG,01 Sep 1954,112 min,"Mystery, Thriller",Alfred Hitchcock,"John Michael Hayes (screenplay), Cornell Woolrich (based on the short story by)","James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter","Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.",English,USA,Nominated for 4 Oscars. Another 6 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,100,8.4,"416,883",tt0047396,movie,06 Mar 2001,N/A,Paramount Pictures,N/A,True,8.4/10,100%,100/100,,,
488,Rebellion of the Hanged,La rebelión de los colgados,"Alfredo B. Crevenna, Emilio Fernández",Mexico,0,venice,1954,N/A,https://en.wikipedia.org/wiki/Alfredo_B._Crevenna https://en.wikipedia.org/wiki/Emilio_Fern%C3%A1ndez,La rebelión de los colgados,1954,Not Rated,04 Nov 1954,85 min,"Drama, Adventure","Alfredo B. Crevenna, Emilio Fernández","B. Traven (novel), B. Traven (screenplay)","Pedro Armendáriz, Ariadne Welter, Víctor Junco, Carlos López Moctezuma",A group of semi-slave laborers rebel against the appalling work conditions in a logging camp deep in the Mexican jungle.,Spanish,Mexico,4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTAzMjU0ODUxMjZeQTJeQWpwZ15BbWU4MDQ0Njc5NTAx._V1_SX300.jpg,N/A,6.8,117,tt0047397,movie,N/A,N/A,N/A,N/A,True,6.8/10,N/A,N/A,,,
489,The River and Death,El río y la muerte,Luis Buñuel,Mexico,0,venice,1954,https://en.wikipedia.org/wiki/The_River_and_Death,https://en.wikipedia.org/wiki/Luis_Bu%C3%B1uel,The River and Death,1954,N/A,30 Jun 1955,91 min,Drama,Luis Buñuel,"Luis Alcoriza, Luis Buñuel, Miguel Álvarez Acosta (novel)","Columba Domínguez, Miguel Torruco, Joaquín Cordero, Jaime Fernández","A useless and bloody vendetta has been going on for ages between two families in this mexican village. Men, sons, have killed each other for generations, for a so-called conception of honor...",Spanish,Mexico,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzMTkzMTUyNF5BMl5BanBnXkFtZTcwNTc2MTIzMg@@._V1_SX300.jpg,N/A,6.9,582,tt0047435,movie,N/A,N/A,N/A,N/A,True,6.9/10,N/A,N/A,,,
490,Romeo and Juliet,N/A,Renato Castellani,"Italy, United Kingdom",1,venice,1954,https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1954_film),https://en.wikipedia.org/wiki/Renato_Castellani,Romeo and Juliet,1954,Not Rated,25 Nov 1954,138 min,"Drama, Romance",Renato Castellani,Renato Castellani (adaptated for the screen by),"Laurence Harvey, Susan Shentall, Flora Robson, Norman Wooland","In Shakespeare's classic play, the Montagues and Capulets, two families of Renaissance Italy, have hated each other for years, but the son of one family and the daughter of the other fall desperately in love and secretly marry.","English, Italian","Italy, UK",Nominated for 3 BAFTA Film Awards. Another 6 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTY1ZThlM2YtNWZjMy00MzE0LTliZjktOGFkN2U3Njg4YmIwXkEyXkFqcGdeQXVyOTI2MjI5MQ@@._V1_SX300.jpg,N/A,6.1,449,tt0047029,movie,26 Apr 2011,N/A,VCI Entertainment,N/A,True,6.1/10,N/A,N/A,,,
491,Sansho the Bailiff,Sanshô dayû (山椒大夫),Kenji Mizoguchi,Japan,0,venice,1954,https://en.wikipedia.org/wiki/Sansho_the_Bailiff,https://en.wikipedia.org/wiki/Kenji_Mizoguchi,Sansho the Bailiff,1954,Not Rated,N/A,124 min,Drama,Kenji Mizoguchi,"Ogai Mori (short story ""Sanshô dayû""), Fuji Yahiro (screenplay), Yoshikata Yoda (screenplay)","Kinuyo Tanaka, Yoshiaki Hanayagi, Kyôko Kagawa, Eitarô Shindô","In mediaeval Japan a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",Japanese,Japan,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjcyNTQyNzk2N15BMl5BanBnXkFtZTgwNDg2MDUyNTE@._V1_SX300.jpg,N/A,8.4,"13,181",tt0047445,movie,13 May 1997,N/A,Criterion Collection,N/A,True,8.4/10,100%,N/A,,,
492,Senso,N/A,Luchino Visconti,Italy,0,venice,1954,https://en.wikipedia.org/wiki/Senso_(film),https://en.wikipedia.org/wiki/Luchino_Visconti,Senso,1954,Not Rated,08 Jul 1968,123 min,"Drama, History, Romance, War",Luchino Visconti,"Luchino Visconti (story), Suso Cecchi D'Amico (story), Camillo Boito (novel), Suso Cecchi D'Amico (screenplay), Luchino Visconti (screenplay), Carlo Alianello (collaboration), Giorgio Bassani (collaboration), Giorgio Prosperi (collaboration), Tennessee Williams (dialogue collaborator), Paul Bowles (dialogue collaborator)","Farley Granger, Alida Valli, Massimo Girotti, Heinz Moog","Venezia, spring of 1866, in the last days of the Austrian occupation. A performance of Il Trovatore ends up in confusion due to an anti-Austrian demonstration, organised by Count Ussoni. His cousin Countess Serpieri falls in love with vile Austrian Lieutenant Franz Mahler, but the times are changing.","Italian, German",Italy,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTk5NTRlOTQtMGJjZS00ODU0LTg5MGQtMTVmMjRkNTg3NDIwL2ltYWdlXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,N/A,7.5,"5,640",tt0047469,movie,11 Apr 2011,N/A,Criterion Collection,N/A,True,7.5/10,86%,N/A,,,
493,Seven Samurai,Shichinin no samurai (七人の侍),Akira Kurosawa,Japan,0,venice,1954,https://en.wikipedia.org/wiki/Seven_Samurai,https://en.wikipedia.org/wiki/Akira_Kurosawa,Seven Samurai,1954,Not Rated,19 Nov 1956,207 min,"Action, Adventure, Drama",Akira Kurosawa,"Akira Kurosawa (screenplay), Shinobu Hashimoto (screenplay), Hideo Oguni (screenplay)","Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki","A veteran samurai, who has fallen on hard times, answers a village's request for protection from bandits. He gathers 6 other samurai to help him, and they teach the townspeople how to defend themselves, and they supply the samurai with three small meals a day. The film culminates in a giant battle when 40 bandits attack the village.",Japanese,Japan,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,98,8.6,"296,847",tt0047478,movie,01 Mar 1999,N/A,Columbia Pictures,N/A,True,8.6/10,100%,98/100,,,
494,Simon Menyhért születése,N/A,Zoltán Várkonyi,Hungary,0,venice,1954,N/A,https://en.wikipedia.org/wiki/Zolt%C3%A1n_V%C3%A1rkonyi,Simon Menyhért születése,1954,N/A,24 Dec 1954,100 min,N/A,"Zoltán Várkonyi, Károly Makk","Péter Bacsó, Tibor Déry, Gyorgy Lakos (novel)","Ági Mészáros, Ádám Szirtes, Béla Barsi, Sándor Pécsi",N/A,Hungarian,Hungary,1 nomination.,https://m.media-amazon.com/images/M/MV5BMDc5YjEyNjMtNDY5NC00ZTM4LTg0MTYtM2YwYjU5NTc3YTFmL2ltYWdlXkEyXkFqcGdeQXVyMjgxMTkzOQ@@._V1_SX300.jpg,N/A,6.5,31,tt0047496,movie,N/A,N/A,N/A,N/A,True,6.5/10,N/A,N/A,,,
495,The Sixth Continent,Sesto continente,Folco Quilici,Italy,0,venice,1954,N/A,https://en.wikipedia.org/wiki/Folco_Quilici,The Sixth Continent,1954,N/A,12 Jul 1955,96 min,"Documentary, Adventure, Fantasy",Folco Quilici,"Gian Gaspare Napolitano (commentary), Folco Quilici (screenplay)",N/A,"Long underwater documentary, and sort of a scientific diary, with a group of scientists, sportsmen and journalists, filmed at the Red Sea, around the Dahlak Islands, the Egyptian coastal, Sudan and Eritrea, the desert Brother and Zabargadh islands, and the calm waters of Gubbet Mus Nefit Bay, the coral forest of Shawdan. Sharks, barracuda, venomous fish and deadly mantas add excitement to the sharp black and water photography.",Italian,Italy,1 nomination.,https://m.media-amazon.com/images/M/MV5BNzE4MTRlOTYtMjBlYS00ODE5LTkxNTAtNGFiZmFhM2IzYWRhXkEyXkFqcGdeQXVyNjUzNzQ4NDQ@._V1_SX300.jpg,N/A,6.5,6,tt0046299,movie,N/A,N/A,N/A,N/A,True,6.5/10,N/A,N/A,,,
496,Som i drömmar,N/A,Carl Gyllenberg,Sweden,0,venice,1954,N/A,N/A,Som i drömmar,1954,N/A,29 Mar 1954,90 min,N/A,Carl Gyllenberg,Carl Gyllenberg,"Birgitta Bergendahl, Barbro Björkdahl, Lars Burman, Marianne Groth",N/A,Swedish,Sweden,1 nomination.,N/A,N/A,N/A,N/A,tt0047513,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
497,Song of Man,Pesen za choveka (Песен за човека),Borislav Sharaliev,Bulgaria,0,venice,1954,N/A,N/A,Pesen za choveka,1954,N/A,11 Jan 1954,111 min,Drama,Borislav Sharaliev,Hristo Ganev,"Dinko Dinev, Apostol Karamitev, Ivan Bratanov, Stefan Karalambov","At the Varna Naval College Vaptzarov recites his first poem before his friends. They are unanimous: Vaptzarov will become a great poet like Botev. All the cadets are agitated about the Reishstag Fire trial in Leipzig where Georgi Dimitrov has been unjustly accused. Vaptzarov starts work as a stoker in the village. He is dismissed because of his revolutionary ideas. In 1939, in Sofia, where he has moved with his family, he wins the Writrer's Union competition with his poem Romance. He turns down an offer of work as a sub editor for the government newspaper Zarya. Tragedy strikes the family: his only son dies. Vaptzarov is interned. His collection of poems Motor Songs is secretly distributed. Bulgaria enters the war. The poet is member of underground group. He organizes the sending of partisan up into the mountain but is arrested for his activities and sentenced to death.",Bulgarian,Bulgaria,1 nomination.,https://m.media-amazon.com/images/M/MV5BM2ZjYzhmMTQtZmVkYy00ZGQ3LWI2N2ItNjE1MjZmZWFkODZiXkEyXkFqcGdeQXVyNjUxNzIzOTE@._V1_SX300.jpg,N/A,7.2,12,tt0234455,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
498,Surang,सुरंग,V. Shantaram,India,0,venice,1954,https://en.wikipedia.org/wiki/Surang,https://en.wikipedia.org/wiki/V._Shantaram,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
499,Three Coins in the Fountain,N/A,Jean Negulesco,United States,0,venice,1954,https://en.wikipedia.org/wiki/Three_Coins_in_the_Fountain_(film),https://en.wikipedia.org/wiki/Jean_Negulesco,Three Coins in the Fountain,1954,G,01 May 1954,102 min,"Drama, Romance",Jean Negulesco,"John Patrick (screen play), John H. Secondari (from a novel by)","Clifton Webb, Dorothy McGuire, Jean Peters, Louis Jourdan","Three American women working in Rome, Italy, share a spacious apartment and the desire to find love and marriage, each experiencing a few bumps in their journeys to romance.","English, Italian",USA,Won 2 Oscars. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BODE1Zjg5ZGQtNGJlNC00NWQ3LWFlNjYtMGJkYTU1MTc5N2ZmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.3,"2,823",tt0047580,movie,02 Nov 2004,N/A,20th Century Fox Film Corporation,N/A,True,6.3/10,60%,N/A,,,
500,Touchez Pas au Grisbi,N/A,Jacques Becker,"France, Italy",0,venice,1954,https://en.wikipedia.org/wiki/Touchez_Pas_au_Grisbi,https://en.wikipedia.org/wiki/Jacques_Becker,Touchez Pas au Grisbi,1954,Not Rated,01 Feb 1960,83 min,"Crime, Drama",Jacques Becker,"Albert Simonin (novel), Jacques Becker (adaptation), Albert Simonin (adaptation), Maurice Griffe (adaptation), Albert Simonin (dialogue)","Jean Gabin, René Dary, Dora Doll, Vittorio Sanipoli","The middle age bon-vivant Max is a former gangster and close friend of his partner Riton. They have stolen eight gold bars of 12 kg each that worth 50-million francs and Max has kept them hidden for their retirement. Riton's mistress Josy is tired of him and has found a new lover to support her, Angelo, who is a dangerous gangster. Riton has made a comment to Josy about the gold and soon Angelo discovers that Max and Riton have the stolen gold. He abducts Riton to force Max to give the gold to him. Will Max exchange his gold for Riton?",French,"France, Italy",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYmIwZTczNzgtODk0NC00YjFkLTkzZDctMzAzMDdjOTE5MWZlXkEyXkFqcGdeQXVyOTI2MjI5MQ@@._V1_SX300.jpg,85,7.8,"6,259",tt0046451,movie,18 Jan 2005,N/A,UMPO,N/A,True,7.8/10,100%,85/100,,,
